time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,classtype,size,number_of_classes,number_of_pupils,average_class_size
201516,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary,Total,1300,33927,26.09769231
201516,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Secondary,1 to 30,1377,24506,17.7966594
201516,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Secondary,31 to 35,73,2317,31.73972603
201516,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Secondary,36 plus,7,393,56.14285714
201516,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Secondary,Total,1457,27216,18.67947838
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Infant (Reception plus KS1),1 to 30,180,4759,26.43888889
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Infant (Reception plus KS1),31 to 35,13,403,31
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Infant (Reception plus KS1),36 plus,0,0,z
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Infant (Reception plus KS1),Total,193,5162,26.74611399
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,KS2,1 to 30,187,5070,27.11229947
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,KS2,31 to 35,44,1439,32.70454545
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,KS2,36 plus,3,110,36.66666667
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,KS2,Total,234,6619,28.28632479
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary,1 to 30,434,11523,26.55069124
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary,31 to 35,62,2004,32.32258065
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary,36 plus,3,110,36.66666667
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary,Total,499,13637,27.32865731
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Secondary,1 to 30,431,7958,18.46403712
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Secondary,31 to 35,43,1385,32.20930233
201516,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Secondary,Total,474,9343,19.71097046
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Infant (Reception plus KS1),1 to 30,267,7244,27.13108614
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Infant (Reception plus KS1),31 to 35,33,1030,31.21212121
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Infant (Reception plus KS1),36 plus,0,0,z
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Infant (Reception plus KS1),Total,300,8274,27.58
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,KS2,1 to 30,333,8887,26.68768769
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,KS2,31 to 35,49,1548,31.59183673
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,KS2,36 plus,0,0,z
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,KS2,Total,382,10435,27.31675393
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary,1 to 30,670,17536,26.17313433
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary,31 to 35,87,2740,31.49425287
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary,36 plus,2,81,40.5
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary,Total,759,20357,26.82081686
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Secondary,1 to 30,735,13906,18.91972789
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Secondary,31 to 35,63,1996,31.68253968
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Secondary,36 plus,2,92,46
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Secondary,Total,800,15994,19.9925
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Infant (Reception plus KS1),1 to 30,378,9753,25.8015873
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Infant (Reception plus KS1),31 to 35,13,408,31.38461538
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Infant (Reception plus KS1),36 plus,0,0,z
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Infant (Reception plus KS1),Total,391,10161,25.98721228
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,KS2,1 to 30,396,9674,24.42929293
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,KS2,31 to 35,102,3240,31.76470588
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,KS2,36 plus,3,109,36.33333333
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,KS2,Total,501,13023,25.99401198
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary,1 to 30,823,20365,24.74483597
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary,31 to 35,120,3808,31.73333333
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary,36 plus,3,109,36.33333333
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary,Total,946,24282,25.66807611
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Secondary,1 to 30,1028,18467,17.96400778
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Secondary,31 to 35,43,1371,31.88372093
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Secondary,36 plus,2,93,46.5
201516,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Secondary,Total,1073,19931,18.5750233
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Infant (Reception plus KS1),1 to 30,362,10155,28.05248619
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Infant (Reception plus KS1),31 to 35,12,380,31.66666667
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Infant (Reception plus KS1),36 plus,0,0,z
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Infant (Reception plus KS1),Total,374,10535,28.1684492
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,KS2,1 to 30,347,9587,27.62824207
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,KS2,31 to 35,99,3137,31.68686869
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,KS2,36 plus,3,111,37
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,KS2,Total,449,12835,28.5857461
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary,1 to 30,779,21121,27.11296534
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary,31 to 35,119,3778,31.74789916
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary,36 plus,8,323,40.375
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary,Total,906,25222,27.8388521
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Secondary,1 to 30,771,15341,19.89753567
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Secondary,31 to 35,52,1647,31.67307692
201516,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Secondary,Total,823,16988,20.64155529
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Infant (Reception plus KS1),1 to 30,209,5570,26.6507177
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Infant (Reception plus KS1),31 to 35,21,672,32
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Infant (Reception plus KS1),36 plus,1,36,36
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Infant (Reception plus KS1),Total,231,6278,27.17748918
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,KS2,1 to 30,192,5118,26.65625
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,KS2,31 to 35,94,3050,32.44680851
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,KS2,36 plus,12,435,36.25
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,KS2,Total,298,8603,28.86912752
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary,1 to 30,451,11692,25.92461197
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary,31 to 35,117,3786,32.35897436
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary,36 plus,14,508,36.28571429
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary,Total,582,15986,27.46735395
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Secondary,1 to 30,434,9255,21.32488479
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Secondary,31 to 35,38,1213,31.92105263
201516,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Secondary,Total,472,10468,22.1779661
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Infant (Reception plus KS1),1 to 30,514,14477,28.16536965
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Infant (Reception plus KS1),31 to 35,42,1310,31.19047619
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Infant (Reception plus KS1),36 plus,0,0,z
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Infant (Reception plus KS1),Total,556,15787,28.39388489
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,KS2,1 to 30,591,16214,27.43485618
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,KS2,31 to 35,96,3024,31.5
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,KS2,36 plus,0,0,z
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,KS2,Total,687,19238,28.00291121
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary,1 to 30,1410,38371,27.21347518
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary,31 to 35,175,5512,31.49714286
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary,36 plus,27,1196,44.2962963
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary,Total,1612,45079,27.9646402
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Secondary,1 to 30,1168,22451,19.22174658
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Secondary,31 to 35,55,1770,32.18181818
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Secondary,36 plus,3,132,44
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Secondary,Total,1226,24353,19.86378467
201516,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Infant (Reception plus KS1),1 to 30,253,6966,27.53359684
201516,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Infant (Reception plus KS1),31 to 35,68,2123,31.22058824
201516,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Infant (Reception plus KS1),36 plus,0,0,z
201516,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Infant (Reception plus KS1),Total,321,9089,28.31464174
201516,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,KS2,1 to 30,267,7409,27.74906367
201516,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,KS2,31 to 35,131,4168,31.81679389
201516,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,KS2,36 plus,10,370,37
201516,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,KS2,Total,408,11947,29.28186275
201516,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary,1 to 30,607,16421,27.05271829
