time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,la_name,new_la_code,setting_type,placement_reason,number_of_placements,denominator,perc_placements
202425,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,Total,Total,282,282,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,Total,Setting named on EHC plan,282,282,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,Work based placement,Total,12,282,4.255319148
202425,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,Education setting with UKPRN,Total,16,289,5.536332179
202425,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,Education setting with URN,Total,267,289,92.38754325
202425,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,One on one tuition,Total,6,289,2.076124567
202425,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,Total,Total,289,289,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,Total,Other including pregnancy/childcare,5,289,1.730103806
202425,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,Total,Setting named on EHC plan,284,289,98.26989619
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Education setting with UKPRN,Total,18,174,10.34482759
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Education setting with URN,Total,81,174,46.55172414
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Non-maintained further education college,Total,1,174,0.574712643
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,One on one tuition,Total,48,174,27.5862069
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Other unregistered provider,Total,26,174,14.94252874
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Total,Total,174,174,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Total,Mental health need,26,174,14.94252874
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Total,New arrival without a school place,36,174,20.68965517
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Total,Other including pregnancy/childcare,36,174,20.68965517
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Total,Permanent exclusion,5,174,2.873563218
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Total,Physical health need,1,174,0.574712643
202425,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,Total,Setting named on EHC plan,70,174,40.22988506
202425,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,Education setting with URN,Total,121,125,96.8
202425,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,One on one tuition,Total,3,125,2.4
202425,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,Other unregistered provider,Total,1,125,0.8
202425,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,Total,Total,125,125,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,Total,Other including pregnancy/childcare,3,125,2.4
202425,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,Total,Pupil in young offender institutes / secure training centres,4,125,3.2
202425,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,Total,Setting named on EHC plan,118,125,94.4
202425,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,Education setting with URN,Total,192,275,69.81818182
202425,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,One on one tuition,Total,48,275,17.45454545
202425,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,Other unregistered provider,Total,35,275,12.72727273
202425,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,Total,Total,275,275,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,Total,Mental health need,1,275,0.363636363
202425,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,Total,Other including pregnancy/childcare,2,275,0.727272727
202425,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,Total,Setting named on EHC plan,272,275,98.90909091
202425,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,Education setting with URN,Total,144,150,96
202425,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,Non-maintained further education college,Total,3,150,2
202425,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,One on one tuition,Total,2,150,1.333333333
202425,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,Total,Total,150,150,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,Total,Setting named on EHC plan,150,150,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,Work based placement,Total,1,150,0.666666666
202425,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,Education setting with UKPRN,Total,9,345,2.608695652
202425,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,Education setting with URN,Total,336,345,97.39130435
202425,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,Total,Total,345,345,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,Total,Mental health need,1,345,0.289855072
202425,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,Total,Pupil in young offender institutes / secure training centres,1,345,0.289855072
202425,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,Total,Setting named on EHC plan,343,345,99.42028986
202425,Academic year,Local authority,E92000001,England,London,E12000007,316,Newham,E09000025,Education setting with URN,Total,50,85,58.82352941
202425,Academic year,Local authority,E92000001,England,London,E12000007,316,Newham,E09000025,One on one tuition,Total,35,85,41.17647059
202425,Academic year,Local authority,E92000001,England,London,E12000007,316,Newham,E09000025,Total,Total,85,85,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,316,Newham,E09000025,Total,New arrival without a school place,4,85,4.705882352
202425,Academic year,Local authority,E92000001,England,London,E12000007,316,Newham,E09000025,Total,Other including pregnancy/childcare,31,85,36.47058824
202425,Academic year,Local authority,E92000001,England,London,E12000007,316,Newham,E09000025,Total,Setting named on EHC plan,50,85,58.82352941
202425,Academic year,Local authority,E92000001,England,London,E12000007,317,Redbridge,E09000026,Education setting with URN,Total,108,191,56.54450262
202425,Academic year,Local authority,E92000001,England,London,E12000007,317,Redbridge,E09000026,One on one tuition,Total,49,191,25.65445026
202425,Academic year,Local authority,E92000001,England,London,E12000007,317,Redbridge,E09000026,Other unregistered provider,Total,34,191,17.80104712
202425,Academic year,Local authority,E92000001,England,London,E12000007,317,Redbridge,E09000026,Total,Total,191,191,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,317,Redbridge,E09000026,Total,New arrival without a school place,33,191,17.27748691
202425,Academic year,Local authority,E92000001,England,London,E12000007,317,Redbridge,E09000026,Total,Other including pregnancy/childcare,158,191,82.72251309
202425,Academic year,Local authority,E92000001,England,London,E12000007,318,Richmond upon Thames,E09000027,Education setting with URN,Total,215,232,92.67241379
202425,Academic year,Local authority,E92000001,England,London,E12000007,318,Richmond upon Thames,E09000027,Non-maintained further education college,Total,7,232,3.017241379
202425,Academic year,Local authority,E92000001,England,London,E12000007,318,Richmond upon Thames,E09000027,One on one tuition,Total,8,232,3.448275862
202425,Academic year,Local authority,E92000001,England,London,E12000007,318,Richmond upon Thames,E09000027,Total,Total,232,232,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,318,Richmond upon Thames,E09000027,Total,Setting named on EHC plan,232,232,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,318,Richmond upon Thames,E09000027,Work based placement,Total,2,232,0.862068965
202425,Academic year,Local authority,E92000001,England,London,E12000007,319,Sutton,E09000029,Education setting with URN,Total,226,274,82.48175182
202425,Academic year,Local authority,E92000001,England,London,E12000007,319,Sutton,E09000029,One on one tuition,Total,46,274,16.78832117
202425,Academic year,Local authority,E92000001,England,London,E12000007,319,Sutton,E09000029,Other unregistered provider,Total,2,274,0.729927007
202425,Academic year,Local authority,E92000001,England,London,E12000007,319,Sutton,E09000029,Total,Total,274,274,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,319,Sutton,E09000029,Total,Mental health need,8,274,2.919708029
202425,Academic year,Local authority,E92000001,England,London,E12000007,319,Sutton,E09000029,Total,New arrival without a school place,9,274,3.284671532
202425,Academic year,Local authority,E92000001,England,London,E12000007,319,Sutton,E09000029,Total,Other including pregnancy/childcare,28,274,10.2189781
202425,Academic year,Local authority,E92000001,England,London,E12000007,319,Sutton,E09000029,Total,Permanent exclusion,2,274,0.729927007
202425,Academic year,Local authority,E92000001,England,London,E12000007,319,Sutton,E09000029,Total,Physical health need,2,274,0.729927007
202425,Academic year,Local authority,E92000001,England,London,E12000007,319,Sutton,E09000029,Total,Setting named on EHC plan,225,274,82.11678832
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,Education setting with UKPRN,Total,55,204,26.96078431
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,Education setting with URN,Total,122,204,59.80392157
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,Non-maintained further education college,Total,11,204,5.392156862
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,One on one tuition,Total,16,204,7.843137254
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,Total,Total,204,204,100
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,Total,New arrival without a school place,41,204,20.09803922
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,Total,Other including pregnancy/childcare,7,204,3.431372549
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,Total,Setting named on EHC plan,156,204,76.47058824
202425,Academic year,Local authority,E92000001,England,North East,E12000001,390,Gateshead,E08000037,Education setting with URN,Total,202,280,72.14285714
202425,Academic year,Local authority,E92000001,England,North East,E12000001,390,Gateshead,E08000037,Non-maintained further education college,Total,23,280,8.214285714
202425,Academic year,Local authority,E92000001,England,North East,E12000001,390,Gateshead,E08000037,Other unregistered provider,Total,50,280,17.85714286
202425,Academic year,Local authority,E92000001,England,North East,E12000001,390,Gateshead,E08000037,Total,Total,280,280,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,390,Gateshead,E08000037,Total,Permanent exclusion,50,280,17.85714286
202425,Academic year,Local authority,E92000001,England,North East,E12000001,390,Gateshead,E08000037,Total,Setting named on EHC plan,230,280,82.14285714
202425,Academic year,Local authority,E92000001,England,North East,E12000001,390,Gateshead,E08000037,Work based placement,Total,5,280,1.785714285
202425,Academic year,Local authority,E92000001,England,North East,E12000001,391,Newcastle upon Tyne,E08000021,Education setting with URN,Total,229,265,86.41509434
202425,Academic year,Local authority,E92000001,England,North East,E12000001,391,Newcastle upon Tyne,E08000021,Other unregistered provider,Total,36,265,13.58490566
202425,Academic year,Local authority,E92000001,England,North East,E12000001,391,Newcastle upon Tyne,E08000021,Total,Total,265,265,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,391,Newcastle upon Tyne,E08000021,Total,Other including pregnancy/childcare,33,265,12.45283019
202425,Academic year,Local authority,E92000001,England,North East,E12000001,391,Newcastle upon Tyne,E08000021,Total,Pupil in young offender institutes / secure training centres,3,265,1.132075471
202425,Academic year,Local authority,E92000001,England,North East,E12000001,391,Newcastle upon Tyne,E08000021,Total,Setting named on EHC plan,229,265,86.41509434
202425,Academic year,Local authority,E92000001,England,North East,E12000001,392,North Tyneside,E08000022,Education setting with UKPRN,Total,32,161,19.8757764
202425,Academic year,Local authority,E92000001,England,North East,E12000001,392,North Tyneside,E08000022,Education setting with URN,Total,99,161,61.49068323
202425,Academic year,Local authority,E92000001,England,North East,E12000001,392,North Tyneside,E08000022,Non-maintained further education college,Total,18,161,11.18012422
202425,Academic year,Local authority,E92000001,England,North East,E12000001,392,North Tyneside,E08000022,Other unregistered provider,Total,12,161,7.453416149
202425,Academic year,Local authority,E92000001,England,North East,E12000001,392,North Tyneside,E08000022,Total,Total,161,161,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,392,North Tyneside,E08000022,Total,Other including pregnancy/childcare,34,161,21.11801242
202425,Academic year,Local authority,E92000001,England,North East,E12000001,392,North Tyneside,E08000022,Total,Setting named on EHC plan,127,161,78.88198758
202425,Academic year,Local authority,E92000001,England,North East,E12000001,393,South Tyneside,E08000023,Education setting with URN,Total,131,132,99.24242424
202425,Academic year,Local authority,E92000001,England,North East,E12000001,393,South Tyneside,E08000023,One on one tuition,Total,1,132,0.757575757
202425,Academic year,Local authority,E92000001,England,North East,E12000001,393,South Tyneside,E08000023,Total,Total,132,132,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,393,South Tyneside,E08000023,Total,Setting named on EHC plan,132,132,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Education setting with UKPRN,Total,84,332,25.30120482
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Education setting with URN,Total,190,332,57.22891566
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Non-maintained further education college,Total,1,332,0.301204819
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,One on one tuition,Total,20,332,6.024096385
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Other unregistered provider,Total,35,332,10.54216867
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Total,Total,332,332,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Total,Mental health need,2,332,0.602409638
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Total,New arrival without a school place,2,332,0.602409638
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Total,Other including pregnancy/childcare,20,332,6.024096385
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Total,Permanent exclusion,32,332,9.638554216
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Total,Pupil in young offender institutes / secure training centres,1,332,0.301204819
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Total,Setting named on EHC plan,275,332,82.8313253
202425,Academic year,Local authority,E92000001,England,North East,E12000001,394,Sunderland,E08000024,Work based placement,Total,2,332,0.602409638
202425,Academic year,Local authority,E92000001,England,North East,E12000001,805,Hartlepool,E06000001,Education setting with UKPRN,Total,5,68,7.352941176
202425,Academic year,Local authority,E92000001,England,North East,E12000001,805,Hartlepool,E06000001,Education setting with URN,Total,57,68,83.82352941
202425,Academic year,Local authority,E92000001,England,North East,E12000001,805,Hartlepool,E06000001,One on one tuition,Total,4,68,5.882352941
202425,Academic year,Local authority,E92000001,England,North East,E12000001,805,Hartlepool,E06000001,Total,Total,68,68,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,805,Hartlepool,E06000001,Total,Other including pregnancy/childcare,5,68,7.352941176
202425,Academic year,Local authority,E92000001,England,North East,E12000001,805,Hartlepool,E06000001,Total,Setting named on EHC plan,63,68,92.64705882
202425,Academic year,Local authority,E92000001,England,North East,E12000001,805,Hartlepool,E06000001,Work based placement,Total,2,68,2.94117647
202425,Academic year,Local authority,E92000001,England,North East,E12000001,806,Middlesbrough,E06000002,Education setting with URN,Total,143,202,70.79207921
202425,Academic year,Local authority,E92000001,England,North East,E12000001,806,Middlesbrough,E06000002,One on one tuition,Total,35,202,17.32673267
202425,Academic year,Local authority,E92000001,England,North East,E12000001,806,Middlesbrough,E06000002,Other unregistered provider,Total,24,202,11.88118812
202425,Academic year,Local authority,E92000001,England,North East,E12000001,806,Middlesbrough,E06000002,Total,Total,202,202,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,806,Middlesbrough,E06000002,Total,Mental health need,1,202,0.495049504
202425,Academic year,Local authority,E92000001,England,North East,E12000001,806,Middlesbrough,E06000002,Total,New arrival without a school place,8,202,3.960396039
202425,Academic year,Local authority,E92000001,England,North East,E12000001,806,Middlesbrough,E06000002,Total,Other including pregnancy/childcare,23,202,11.38613861
202425,Academic year,Local authority,E92000001,England,North East,E12000001,806,Middlesbrough,E06000002,Total,Permanent exclusion,111,202,54.95049505
202425,Academic year,Local authority,E92000001,England,North East,E12000001,806,Middlesbrough,E06000002,Total,Pupil in young offender institutes / secure training centres,1,202,0.495049504
202425,Academic year,Local authority,E92000001,England,North East,E12000001,806,Middlesbrough,E06000002,Total,Setting named on EHC plan,58,202,28.71287129
202425,Academic year,Local authority,E92000001,England,North East,E12000001,807,Redcar and Cleveland,E06000003,Education setting with URN,Total,123,123,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,807,Redcar and Cleveland,E06000003,Total,Total,123,123,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,807,Redcar and Cleveland,E06000003,Total,Setting named on EHC plan,123,123,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,808,Stockton-on-Tees,E06000004,Education setting with URN,Total,183,227,80.61674009
202425,Academic year,Local authority,E92000001,England,North East,E12000001,808,Stockton-on-Tees,E06000004,One on one tuition,Total,9,227,3.964757709
202425,Academic year,Local authority,E92000001,England,North East,E12000001,808,Stockton-on-Tees,E06000004,Other unregistered provider,Total,35,227,15.4185022
202425,Academic year,Local authority,E92000001,England,North East,E12000001,808,Stockton-on-Tees,E06000004,Total,Total,227,227,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,808,Stockton-on-Tees,E06000004,Total,Other including pregnancy/childcare,49,227,21.58590308
202425,Academic year,Local authority,E92000001,England,North East,E12000001,808,Stockton-on-Tees,E06000004,Total,Setting named on EHC plan,178,227,78.41409692
202425,Academic year,Local authority,E92000001,England,North East,E12000001,840,County Durham,E06000047,Education setting with UKPRN,Total,66,275,24
202425,Academic year,Local authority,E92000001,England,North East,E12000001,840,County Durham,E06000047,Education setting with URN,Total,201,275,73.09090909
202425,Academic year,Local authority,E92000001,England,North East,E12000001,840,County Durham,E06000047,Non-maintained further education college,Total,3,275,1.09090909
202425,Academic year,Local authority,E92000001,England,North East,E12000001,840,County Durham,E06000047,One on one tuition,Total,4,275,1.454545454
202425,Academic year,Local authority,E92000001,England,North East,E12000001,840,County Durham,E06000047,Other unregistered provider,Total,1,275,0.363636363
202425,Academic year,Local authority,E92000001,England,North East,E12000001,840,County Durham,E06000047,Total,Total,275,275,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,840,County Durham,E06000047,Total,Mental health need,7,275,2.545454545
202425,Academic year,Local authority,E92000001,England,North East,E12000001,840,County Durham,E06000047,Total,Other including pregnancy/childcare,2,275,0.727272727
202425,Academic year,Local authority,E92000001,England,North East,E12000001,840,County Durham,E06000047,Total,Setting named on EHC plan,266,275,96.72727273
202425,Academic year,Local authority,E92000001,England,North East,E12000001,841,Darlington,E06000005,Education setting with URN,Total,49,49,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,841,Darlington,E06000005,Total,Total,49,49,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,841,Darlington,E06000005,Total,Other including pregnancy/childcare,3,49,6.122448979
202425,Academic year,Local authority,E92000001,England,North East,E12000001,841,Darlington,E06000005,Total,Setting named on EHC plan,46,49,93.87755102
202425,Academic year,Local authority,E92000001,England,North East,E12000001,929,Northumberland,E06000057,Education setting with UKPRN,Total,52,586,8.873720136
202425,Academic year,Local authority,E92000001,England,North East,E12000001,929,Northumberland,E06000057,Education setting with URN,Total,158,586,26.96245734
202425,Academic year,Local authority,E92000001,England,North East,E12000001,929,Northumberland,E06000057,Non-maintained further education college,Total,33,586,5.631399317
202425,Academic year,Local authority,E92000001,England,North East,E12000001,929,Northumberland,E06000057,One on one tuition,Total,270,586,46.07508532
202425,Academic year,Local authority,E92000001,England,North East,E12000001,929,Northumberland,E06000057,Other unregistered provider,Total,73,586,12.45733788
202425,Academic year,Local authority,E92000001,England,North East,E12000001,929,Northumberland,E06000057,Total,Total,586,586,100
202425,Academic year,Local authority,E92000001,England,North East,E12000001,929,Northumberland,E06000057,Total,Mental health need,4,586,0.682593856
202425,Academic year,Local authority,E92000001,England,North East,E12000001,929,Northumberland,E06000057,Total,Other including pregnancy/childcare,73,586,12.45733788
202425,Academic year,Local authority,E92000001,England,North East,E12000001,929,Northumberland,E06000057,Total,Permanent exclusion,325,586,55.46075085
202425,Academic year,Local authority,E92000001,England,North East,E12000001,929,Northumberland,E06000057,Total,Setting named on EHC plan,184,586,31.39931741
202425,Academic year,Local authority,E92000001,England,North West,E12000002,340,Knowsley,E08000011,Education setting with URN,Total,301,303,99.33993399
202425,Academic year,Local authority,E92000001,England,North West,E12000002,340,Knowsley,E08000011,Non-maintained further education college,Total,2,303,0.660066006
202425,Academic year,Local authority,E92000001,England,North West,E12000002,340,Knowsley,E08000011,Total,Total,303,303,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,340,Knowsley,E08000011,Total,Setting named on EHC plan,303,303,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,341,Liverpool,E08000012,Education setting with URN,Total,326,376,86.70212766
202425,Academic year,Local authority,E92000001,England,North West,E12000002,341,Liverpool,E08000012,One on one tuition,Total,50,376,13.29787234
202425,Academic year,Local authority,E92000001,England,North West,E12000002,341,Liverpool,E08000012,Total,Total,376,376,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,341,Liverpool,E08000012,Total,Mental health need,10,376,2.659574468
202425,Academic year,Local authority,E92000001,England,North West,E12000002,341,Liverpool,E08000012,Total,Other including pregnancy/childcare,6,376,1.59574468
202425,Academic year,Local authority,E92000001,England,North West,E12000002,341,Liverpool,E08000012,Total,Permanent exclusion,38,376,10.10638298
202425,Academic year,Local authority,E92000001,England,North West,E12000002,341,Liverpool,E08000012,Total,Setting named on EHC plan,322,376,85.63829787
202425,Academic year,Local authority,E92000001,England,North West,E12000002,342,St. Helens,E08000013,Education setting with URN,Total,180,180,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,342,St. Helens,E08000013,Total,Total,180,180,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,342,St. Helens,E08000013,Total,Setting named on EHC plan,180,180,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,343,Sefton,E08000014,Education setting with URN,Total,312,312,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,343,Sefton,E08000014,Total,Total,312,312,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,343,Sefton,E08000014,Total,Setting named on EHC plan,312,312,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,344,Wirral,E08000015,Education setting with URN,Total,270,270,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,344,Wirral,E08000015,Total,Total,270,270,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,344,Wirral,E08000015,Total,Mental health need,1,270,0.37037037
202425,Academic year,Local authority,E92000001,England,North West,E12000002,344,Wirral,E08000015,Total,Other including pregnancy/childcare,1,270,0.37037037
202425,Academic year,Local authority,E92000001,England,North West,E12000002,344,Wirral,E08000015,Total,Permanent exclusion,76,270,28.14814815
202425,Academic year,Local authority,E92000001,England,North West,E12000002,344,Wirral,E08000015,Total,Pupil in young offender institutes / secure training centres,1,270,0.37037037
202425,Academic year,Local authority,E92000001,England,North West,E12000002,344,Wirral,E08000015,Total,Setting named on EHC plan,191,270,70.74074074
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Education setting with UKPRN,Total,1,307,0.325732899
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Education setting with URN,Total,208,307,67.752443
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Non-maintained further education college,Total,10,307,3.25732899
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,One on one tuition,Total,54,307,17.58957655
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Other unregistered provider,Total,34,307,11.07491857
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Total,Total,307,307,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Total,Mental health need,23,307,7.491856677
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Total,New arrival without a school place,3,307,0.977198697
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Total,Other including pregnancy/childcare,28,307,9.120521172
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Total,Permanent exclusion,74,307,24.10423453
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Total,Physical health need,9,307,2.931596091
202425,Academic year,Local authority,E92000001,England,North West,E12000002,350,Bolton,E08000001,Total,Setting named on EHC plan,170,307,55.37459283
202425,Academic year,Local authority,E92000001,England,North West,E12000002,351,Bury,E08000002,Education setting with URN,Total,201,237,84.81012658
202425,Academic year,Local authority,E92000001,England,North West,E12000002,351,Bury,E08000002,Other unregistered provider,Total,36,237,15.18987342
202425,Academic year,Local authority,E92000001,England,North West,E12000002,351,Bury,E08000002,Total,Total,237,237,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,351,Bury,E08000002,Total,Other including pregnancy/childcare,130,237,54.85232068
202425,Academic year,Local authority,E92000001,England,North West,E12000002,351,Bury,E08000002,Total,Permanent exclusion,1,237,0.421940928
202425,Academic year,Local authority,E92000001,England,North West,E12000002,351,Bury,E08000002,Total,Setting named on EHC plan,106,237,44.7257384
202425,Academic year,Local authority,E92000001,England,North West,E12000002,352,Manchester,E08000003,Education setting with UKPRN,Total,2,586,0.341296928
202425,Academic year,Local authority,E92000001,England,North West,E12000002,352,Manchester,E08000003,Education setting with URN,Total,535,586,91.29692833
202425,Academic year,Local authority,E92000001,England,North West,E12000002,352,Manchester,E08000003,Non-maintained further education college,Total,17,586,2.90102389
202425,Academic year,Local authority,E92000001,England,North West,E12000002,352,Manchester,E08000003,One on one tuition,Total,32,586,5.460750853
202425,Academic year,Local authority,E92000001,England,North West,E12000002,352,Manchester,E08000003,Total,Total,586,586,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,352,Manchester,E08000003,Total,Setting named on EHC plan,586,586,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,353,Oldham,E08000004,Education setting with UKPRN,Total,24,39,61.53846154
202425,Academic year,Local authority,E92000001,England,North West,E12000002,353,Oldham,E08000004,One on one tuition,Total,15,39,38.46153846
202425,Academic year,Local authority,E92000001,England,North West,E12000002,353,Oldham,E08000004,Total,Total,39,39,100
202425,Academic year,Local authority,E92000001,England,North West,E12000002,353,Oldham,E08000004,Total,Other including pregnancy/childcare,1,39,2.564102564
202425,Academic year,Local authority,E92000001,England,North West,E12000002,353,Oldham,E08000004,Total,Setting named on EHC plan,38,39,97.43589744
202425,Academic year,Local authority,E92000001,England,North West,E12000002,354,Rochdale,E08000005,Education setting with UKPRN,Total,1,195,0.512820512
202425,Academic year,Local authority,E92000001,England,North West,E12000002,354,Rochdale,E08000005,Education setting with URN,Total,183,195,93.84615385
202425,Academic year,Local authority,E92000001,England,North West,E12000002,354,Rochdale,E08000005,Non-maintained further education college,Total,5,195,2.564102564
202425,Academic year,Local authority,E92000001,England,North West,E12000002,354,Rochdale,E08000005,Other unregistered provider,Total,6,195,3.076923076
