time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,characteristic_grouping,pupil_characteristic,setting_type,pupils
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Off-site placement for behavioural support,Total,407
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Other,Education setting with URN,23
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Other,Non-maintained further education college,5
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Other,One on one tuition,6
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Other,Other unregistered provider,12
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Other,Registered provider with UKPRN,2
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Other,Total,50
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Other,Work based placement,2
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Permanent exclusion (where still going through the review process),Non-maintained further education college,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Permanent exclusion (where still going through the review process),Other unregistered provider,2
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Permanent exclusion (where still going through the review process),Total,4
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Suspension,Education setting with URN,4
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Suspension,Other unregistered provider,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Suspension,Total,5
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Total,Total,Education setting with URN,183
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Total,Total,Non-maintained further education college,6
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Total,Total,One on one tuition,19
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Total,Total,Other unregistered provider,263
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Total,Total,Registered provider with UKPRN,6
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Total,Total,Total,479
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Total,Total,Work based placement,2
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Medical condition (mental health need),Education setting with URN,64
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,5
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Medical condition (mental health need),Total,69
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Medical condition (physical health need),Education setting with URN,15
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Medical condition (physical health need),Total,15
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Off-site placement for behavioural support,Education setting with URN,65
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,7
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,12
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Off-site placement for behavioural support,Total,85
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Off-site placement for behavioural support,Work based placement,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Other,Education setting with URN,6
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Other,Registered provider with UKPRN,2
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Other,Total,8
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Total,Total,Education setting with URN,151
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Total,Total,Other unregistered provider,7
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Total,Total,Registered provider with UKPRN,19
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Total,Total,Total,178
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Total,Total,Work based placement,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Medical condition (mental health need),Education setting with URN,7
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Medical condition (mental health need),One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Medical condition (mental health need),Other unregistered provider,2
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Medical condition (mental health need),Total,11
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Off-site placement for behavioural support,Education setting with URN,28
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,2
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Off-site placement for behavioural support,One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,14
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,12
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Off-site placement for behavioural support,Total,57
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Other,Education setting with URN,7
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Other,One on one tuition,7
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Other,Other unregistered provider,5
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Other,Registered provider with UKPRN,6
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Other,Total,26
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Other,Work based placement,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Total,Total,Education setting with URN,42
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Total,Total,Non-maintained further education college,2
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Total,Total,One on one tuition,9
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Total,Total,Other unregistered provider,21
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Total,Total,Registered provider with UKPRN,19
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Total,Total,Total,94
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Total,Total,Work based placement,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Medical condition (mental health need),Education setting with URN,11
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Medical condition (mental health need),Other unregistered provider,3
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,2
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Medical condition (mental health need),Total,16
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Medical condition (physical health need),Education setting with URN,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Medical condition (physical health need),Total,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Off-site placement for behavioural support,Education setting with URN,46
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Off-site placement for behavioural support,One on one tuition,19
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,41
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,8
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Off-site placement for behavioural support,Total,116
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Off-site placement for behavioural support,Work based placement,2
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Other,Education setting with URN,3
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Other,One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Other,Other unregistered provider,10
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Other,Registered provider with UKPRN,3
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Other,Total,18
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Other,Work based placement,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Suspension,One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Suspension,Total,1
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Total,Total,Education setting with URN,61
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Total,Total,One on one tuition,21
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Total,Total,Other unregistered provider,54
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Total,Total,Registered provider with UKPRN,13
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Total,Total,Total,152
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Total,Total,Work based placement,3
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (mental health need),Education setting with URN,240
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (mental health need),Non-maintained further education college,3
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (mental health need),One on one tuition,83
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (mental health need),Other unregistered provider,96
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,51
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (mental health need),Total,484
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (mental health need),Work based placement,11
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (physical health need),Education setting with URN,43
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (physical health need),One on one tuition,10
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (physical health need),Other unregistered provider,4
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (physical health need),Registered provider with UKPRN,11
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Medical condition (physical health need),Total,68
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Off-site placement for behavioural support,Education setting with URN,890
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,46
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Off-site placement for behavioural support,One on one tuition,74
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,417
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,163
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Off-site placement for behavioural support,Total,1654
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Off-site placement for behavioural support,Work based placement,64
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Other,Education setting with URN,182
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Other,Non-maintained further education college,12
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Other,One on one tuition,37
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Other,Other unregistered provider,198
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Other,Registered provider with UKPRN,53
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Other,Total,511
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Other,Work based placement,29
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,16
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Permanent exclusion (where still going through the review process),Other unregistered provider,3
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Permanent exclusion (where still going through the review process),Registered provider with UKPRN,1
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Permanent exclusion (where still going through the review process),Total,20
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Suspension,Education setting with URN,9
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Suspension,Other unregistered provider,1
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Placement Reason,Suspension,Total,10
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,Total,Education setting with URN,1380
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,Total,Non-maintained further education college,61
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,Total,One on one tuition,204
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,Total,Other unregistered provider,719
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,Total,Registered provider with UKPRN,279
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,Total,Total,2747
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,Total,Work based placement,104
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Medical condition (mental health need),Education setting with URN,37
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Medical condition (mental health need),One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Medical condition (mental health need),Other unregistered provider,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,4
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Medical condition (mental health need),Total,43
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Medical condition (physical health need),Education setting with URN,6
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Medical condition (physical health need),Total,6
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Off-site placement for behavioural support,Education setting with URN,354
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,3
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,38
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Off-site placement for behavioural support,Total,397
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Off-site placement for behavioural support,Work based placement,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Other,Education setting with URN,28
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Other,One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Other,Other unregistered provider,4
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Other,Registered provider with UKPRN,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Other,Total,34
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Permanent exclusion (where still going through the review process),Total,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Total,Total,Education setting with URN,427
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Total,Total,One on one tuition,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Total,Total,Other unregistered provider,8
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Total,Total,Registered provider with UKPRN,43
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Total,Total,Total,482
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Total,Total,Work based placement,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Medical condition (mental health need),Education setting with URN,6
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Medical condition (mental health need),Other unregistered provider,3
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Medical condition (mental health need),Total,10
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Off-site placement for behavioural support,Education setting with URN,4
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Off-site placement for behavioural support,One on one tuition,3
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,28
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,3
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Off-site placement for behavioural support,Total,43
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Off-site placement for behavioural support,Work based placement,5
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Other,One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Other,Other unregistered provider,12
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Other,Registered provider with UKPRN,11
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Other,Total,43
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Other,Work based placement,19
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Total,Total,Education setting with URN,11
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Total,Total,One on one tuition,4
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Total,Total,Other unregistered provider,43
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Total,Total,Registered provider with UKPRN,15
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Total,Total,Total,97
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Total,Total,Work based placement,24
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Medical condition (mental health need),Education setting with URN,34
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Medical condition (mental health need),One on one tuition,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Medical condition (mental health need),Other unregistered provider,5
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Medical condition (mental health need),Total,42
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Medical condition (mental health need),Work based placement,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Medical condition (physical health need),Education setting with URN,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Medical condition (physical health need),Registered provider with UKPRN,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Medical condition (physical health need),Total,4
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Off-site placement for behavioural support,Education setting with URN,33
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,7
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,9
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Off-site placement for behavioural support,Total,50
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Off-site placement for behavioural support,Work based placement,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Other,Education setting with URN,9
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Other,One on one tuition,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Other,Other unregistered provider,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Other,Registered provider with UKPRN,6
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Other,Total,19
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Total,Total,Education setting with URN,78
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Total,Total,One on one tuition,3
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Total,Total,Other unregistered provider,14
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Total,Total,Registered provider with UKPRN,18
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Total,Total,Total,115
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Total,Total,Work based placement,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Medical condition (mental health need),Education setting with URN,31
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Medical condition (mental health need),Other unregistered provider,8
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,3
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Medical condition (mental health need),Total,46
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Medical condition (mental health need),Work based placement,4
