time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,characteristic_grouping,pupil_characteristic,setting_type,pupils
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Off-site placement for behavioural support,One on one tuition,7
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,13
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,9
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Off-site placement for behavioural support,Total,41
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Other,Education setting with URN,9
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Other,One on one tuition,28
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Other,Other unregistered provider,17
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Other,Registered provider with UKPRN,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Other,Total,59
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Permanent exclusion (where still going through the review process),Other unregistered provider,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Total,Total,Education setting with URN,22
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Total,Total,Non-maintained further education college,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Total,Total,One on one tuition,61
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Total,Total,Other unregistered provider,36
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Total,Total,Registered provider with UKPRN,17
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Total,Total,Total,138
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (mental health need),Education setting with URN,49
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (mental health need),Non-maintained further education college,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (mental health need),One on one tuition,79
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (mental health need),Other unregistered provider,65
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,7
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (mental health need),Total,206
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (mental health need),Work based placement,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (physical health need),Education setting with URN,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (physical health need),One on one tuition,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (physical health need),Other unregistered provider,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (physical health need),Registered provider with UKPRN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Medical condition (physical health need),Total,10
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Off-site placement for behavioural support,Education setting with URN,139
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Off-site placement for behavioural support,One on one tuition,94
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,78
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,36
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Off-site placement for behavioural support,Total,356
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Off-site placement for behavioural support,Work based placement,8
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Other,Education setting with URN,33
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Other,Non-maintained further education college,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Other,One on one tuition,89
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Other,Other unregistered provider,66
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Other,Registered provider with UKPRN,17
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Other,Total,214
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Other,Work based placement,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,9
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Permanent exclusion (where still going through the review process),Total,9
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Suspension,Education setting with URN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Placement Reason,Suspension,Total,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Total,Total,Education setting with URN,236
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Total,Total,Non-maintained further education college,8
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Total,Total,One on one tuition,264
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Total,Total,Other unregistered provider,211
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Total,Total,Registered provider with UKPRN,61
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Total,Total,Total,796
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,Hampshire,850,Total,Total,Work based placement,16
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Medical condition (mental health need),Education setting with URN,19
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Medical condition (mental health need),One on one tuition,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Medical condition (mental health need),Other unregistered provider,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,14
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Medical condition (mental health need),Total,35
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Medical condition (physical health need),Education setting with URN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Medical condition (physical health need),Total,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Off-site placement for behavioural support,Education setting with URN,30
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Off-site placement for behavioural support,One on one tuition,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,9
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,6
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Off-site placement for behavioural support,Total,46
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Other,Education setting with URN,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Other,Total,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Suspension,Registered provider with UKPRN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Placement Reason,Suspension,Total,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Total,Total,Education setting with URN,56
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Total,Total,One on one tuition,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Total,Total,Other unregistered provider,10
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Total,Total,Registered provider with UKPRN,21
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Total,Total,Total,89
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Medical condition (mental health need),Education setting with URN,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Medical condition (mental health need),One on one tuition,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Medical condition (mental health need),Other unregistered provider,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Medical condition (mental health need),Total,7
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Off-site placement for behavioural support,Education setting with URN,15
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Off-site placement for behavioural support,One on one tuition,6
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,18
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Off-site placement for behavioural support,Total,40
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Other,Education setting with URN,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Other,Registered provider with UKPRN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Other,Total,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Placement Reason,Permanent exclusion (where still going through the review process),Total,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Total,Total,Education setting with URN,25
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Total,Total,Non-maintained further education college,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Total,Total,One on one tuition,8
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Total,Total,Other unregistered provider,19
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Total,Total,Registered provider with UKPRN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,Southampton,852,Total,Total,Total,54
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Medical condition (mental health need),Education setting with URN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Medical condition (mental health need),One on one tuition,16
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Medical condition (mental health need),Other unregistered provider,16
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,12
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Medical condition (mental health need),Total,45
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Medical condition (physical health need),One on one tuition,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Medical condition (physical health need),Other unregistered provider,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Medical condition (physical health need),Registered provider with UKPRN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Medical condition (physical health need),Total,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Off-site placement for behavioural support,Education setting with URN,8
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Off-site placement for behavioural support,One on one tuition,6
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,19
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Off-site placement for behavioural support,Total,36
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Off-site placement for behavioural support,Work based placement,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Other,Education setting with URN,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Other,One on one tuition,3
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Other,Other unregistered provider,34
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Other,Registered provider with UKPRN,8
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Placement Reason,Other,Total,50
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Total,Total,Education setting with URN,14
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Total,Total,One on one tuition,26
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Total,Total,Other unregistered provider,71
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Total,Total,Registered provider with UKPRN,23
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Total,Total,Total,135
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,Total,Total,Work based placement,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Medical condition (mental health need),Education setting with URN,3
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Medical condition (mental health need),One on one tuition,9
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Medical condition (mental health need),Other unregistered provider,10
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Medical condition (mental health need),Total,24
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Medical condition (physical health need),Education setting with URN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Medical condition (physical health need),Non-maintained further education college,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Medical condition (physical health need),Other unregistered provider,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Medical condition (physical health need),Total,3
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Off-site placement for behavioural support,Education setting with URN,3
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Off-site placement for behavioural support,One on one tuition,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,3
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Off-site placement for behavioural support,Total,9
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Other,Education setting with URN,18
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Other,One on one tuition,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Other,Other unregistered provider,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Placement Reason,Other,Total,21
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Total,Total,Education setting with URN,25
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Total,Total,Non-maintained further education college,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Total,Total,One on one tuition,12
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Total,Total,Other unregistered provider,16
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Total,Total,Registered provider with UKPRN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,Total,Total,Total,57
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Medical condition (mental health need),Education setting with URN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Medical condition (mental health need),One on one tuition,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Medical condition (mental health need),Total,6
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Off-site placement for behavioural support,Education setting with URN,18
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Off-site placement for behavioural support,One on one tuition,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,7
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Off-site placement for behavioural support,Total,32
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Off-site placement for behavioural support,Work based placement,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Other,Education setting with URN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Other,One on one tuition,3
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Other,Other unregistered provider,6
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Other,Total,10
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Total,Total,Education setting with URN,22
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Total,Total,Non-maintained further education college,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Total,Total,One on one tuition,9
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Total,Total,Other unregistered provider,13
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Total,Total,Total,49
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Total,Total,Work based placement,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Medical condition (mental health need),Education setting with URN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Medical condition (mental health need),One on one tuition,10
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Medical condition (mental health need),Other unregistered provider,3
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Medical condition (mental health need),Total,15
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Medical condition (physical health need),One on one tuition,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Medical condition (physical health need),Total,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Off-site placement for behavioural support,Education setting with URN,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,11
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Off-site placement for behavioural support,One on one tuition,13
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,50
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Off-site placement for behavioural support,Total,83
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Other,Education setting with URN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Other,Non-maintained further education college,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Other,One on one tuition,9
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Other,Other unregistered provider,46
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Other,Registered provider with UKPRN,12
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Placement Reason,Other,Total,70
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Total,Total,Education setting with URN,8
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Total,Total,Non-maintained further education college,12
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Total,Total,One on one tuition,33
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Total,Total,Other unregistered provider,99
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Total,Total,Registered provider with UKPRN,17
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,Reading,870,Total,Total,Total,169
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Placement Reason,Medical condition (mental health need),Total,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Placement Reason,Off-site placement for behavioural support,Education setting with URN,13
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Placement Reason,Off-site placement for behavioural support,One on one tuition,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Placement Reason,Off-site placement for behavioural support,Total,17
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Placement Reason,Other,Education setting with URN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Placement Reason,Other,Total,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Placement Reason,Permanent exclusion (where still going through the review process),Total,2
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Total,Total,Education setting with URN,17
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Total,Total,One on one tuition,4
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Total,Total,Registered provider with UKPRN,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,Slough,871,Total,Total,Total,22
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Medical condition (mental health need),Education setting with URN,5
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Medical condition (mental health need),One on one tuition,6
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Medical condition (mental health need),Other unregistered provider,14
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Medical condition (mental health need),Total,25
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Medical condition (physical health need),Other unregistered provider,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Medical condition (physical health need),Total,1
202425,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,Wokingham,872,Placement Reason,Off-site placement for behavioural support,Education setting with URN,5
